t (s),sin(t)
0.0,0.0
2.50003125039063e-05,0.015707513639592167
5.00006250078126e-05,0.03141115158834066
7.50009375117189e-05,0.047107039111694435
0.0001000012500156252,0.06279130338745177
0.0001250015625195315,0.07846007446134501
0.0001500018750234378,0.09410948620191788
0.00017500218752734408,0.10973567725445924
0.0002000025000312504,0.12533479199375858
0.0002250028125351567,0.14090298147544747
0.000250003125039063,0.1564364043856929
0.00027500343754296926,0.17193122798900753
0.0003000037500468756,0.18738362907394354
0.0003250040625507819,0.2027897948964364
0.00035000437505468816,0.21814592412056596
0.0003750046875585945,0.23344822775650273
0.0004000050000625008,0.24869293009540758
0.00042500531256640706,0.2638762696410548
0.0004500056250703134,0.27899450003794846
0.0004750059375742197,0.2940438909957022
0.000500006250078126,0.309020729209456
0.0005250065625820322,0.32392131927610124
0.0005500068750859385,0.33874198460608895
0.0005750071875898449,0.35347906833059617
0.0006000075000937512,0.3681289342038258
0.0006250078125976575,0.3826879675002186
0.0006500081251015638,0.39715257590635467
0.00067500843760547,0.41151919040732554
0.0007000087501093763,0.4257842661673567
0.0007250090626132827,0.43994428340446523
0.000750009375117189,0.45399574825893446
0.0007750096876210953,0.46793519365539366
0.0008000100001250016,0.48175918015828806
0.0008250103126289078,0.4954642968205294
0.0008500106251328141,0.5090471620251171
0.0008750109376367204,0.5225044243195228
0.0009000112501406268,0.5358327632426314
0.0009250115626445331,0.5490288901440357
0.0009500118751484393,0.562089548995482
0.0009750121876523456,0.5750115171942668
0.001000012500156252,0.5877916063583852
0.0010250128126601582,0.6004266631132363
0.0010500131251640645,0.6129135698696906
0.0010750134376679708,0.6252492455933276
0.001100013750171877,0.6374306465646544
0.0011250140626757835,0.6494547671301163
0.0011500143751796898,0.661318640443715
0.001175014687683596,0.673019339199053
0.0012000150001875024,0.6845539763516194
0.0012250153126914087,0.6959197058311434
0.001250015625195315,0.707113723243837
0.0012750159376992212,0.7181332665643547
0.0013000162502031275,0.7289756168172985
0.0013250165627070338,0.7396380987481014
0.00135001687521094,0.7501180814831231
0.0013750171877148464,0.7604129791787947
0.0014000175002187526,0.7705202516596529
0.001425017812722659,0.7804374050451062
0.0014500181252265654,0.7901619923647777
0.0014750184377304717,0.7996916141622734
0.001500018750234378,0.8090239190872276
0.0015250190627382843,0.818156604475477
0.0015500193752421905,0.8270874169172239
0.0015750196877460968,0.8358141528130443
0.001600020000250003,0.8443346589176072
0.0016250203127539094,0.8526468328709687
0.0016500206252578157,0.860748623717311
0.001675020937761722,0.8686380324109977
0.0017000212502656282,0.8763131123098208
0.0017250215627695345,0.883771969655317
0.0017500218752734408,0.8910127640400367
0.0017750221877773473,0.8980337088616481
0.0018000225002812536,0.9048330717637653
0.0018250228127851599,0.9114091750633921
0.0018500231252890661,0.9177603961648761
0.0018750234377929724,0.9238851679602692
0.0019000237502968787,0.9297819792159978
0.001925024062800785,0.935449374945747
0.0019500243753046913,0.9408859567694647
0.0019750246878085975,0.9460903832584008
0.002000025000312504,0.9510613702660914
0.00202502531281641,0.9557976912452123
0.0020500256253203164,0.9602981775502175
0.0020750259378242227,0.9645617187256929
0.002100026250328129,0.9685872627803509
0.0021250265628320352,0.9723738164466008
0.0021500268753359415,0.9759204454256278
0.002175027187839848,0.9792262746179239
0.002200027500343754,0.9822904883392104
0.0022250278128476604,0.9851123305217013
0.002250028125351567,0.9876911049006561
0.0022750284378554734,0.9900261751861769
0.0023000287503593796,0.9921169652202076
0.002325029062863286,0.9939629591186957
0.002350029375367192,0.9955637013988823
0.0023750296878710985,0.996918797091688
0.0024000300003750048,0.9980279118391688
0.002425030312878911,0.9988907719770154
0.0024500306253828173,0.9995071646020773
0.0024750309378867236,0.9998769376248958
0.00250003125039063,0.9999999998072294
0.002525031562894536,0.9998763207845671
0.0025500318753984424,0.99950593107362
0.0025750321879023487,0.9988889220647915
0.002600032500406255,0.9980254459996281
0.0026250328129101613,0.9969157159332547
0.0026500331254140676,0.9955600056818049
0.002675033437917974,0.9939586497548603
0.00270003375042188,0.9921120432729115
0.0027250340629257864,0.9900206418698674
0.0027500343754296927,0.9876849615806303
0.002775034687933599,0.9851055787137696
0.0028000350004375053,0.9822831297093217
0.0028250353129414115,0.9792183109817556
0.002850035625445318,0.9759118787481371
0.002875035937949224,0.97236464884154
0.002900036250453131,0.9685774965097459
0.002925036562957037,0.9645513561992849
0.0029500368754609434,0.960287221324869
0.0029750371879648497,0.9557861440242755
0.003000037500468756,0.9510492348987415
0.0030250378129726622,0.9460776627389329
0.0030500381254765685,0.9408726542365552
0.003075038437980475,0.9354354936816788
0.003100038750484381,0.9297675226458508
0.0031250390629882874,0.9238701396510748
0.0031500393754921936,0.9177447998247376
0.0031750396879961,0.9113930145405692
0.003200040000500006,0.9048163510457247
0.0032250403130039125,0.8980164320740802
0.0032500406255078188,0.8909949354458367
0.003275040938011725,0.8837535936535339
0.0033000412505156313,0.8762941934345712
0.0033250415630195376,0.8686185753303479
0.003350041875523444,0.8607286332321242
0.00337504218802735,0.8526263139137217
0.0034000425005312565,0.8443136165511719
0.0034250428130351627,0.8357925922294399
0.003450043125539069,0.8270653434363344
0.0034750434380429753,0.8181340235437401
0.0035000437505468816,0.8090008362762892
0.0035250440630507883,0.7996680351676141
0.0035500443755546946,0.7901379230043074
0.003575044688058601,0.7804128512577276
0.003600045000562507,0.7704952195037974
0.0036250453130664134,0.7603874748309262
0.0036500456255703197,0.7500921112362154
0.003675045938074226,0.7396116690100843
0.0037000462505781323,0.7289487341094778
0.0037250465630820385,0.7181059375198018
0.003750046875585945,0.7070859546057535
0.003775047188089851,0.6958915044511961
0.0038000475005937574,0.6845253491882511
0.0038250478130976637,0.6729902933157644
0.00385004812560157,0.6612891830073226
0.0038750484381054762,0.649424905408983
0.0039000487506093825,0.6374003879268978
0.003925049063113289,0.625218597505
0.003950049375617195,0.6128825398929385
0.003975049688121101,0.6003952589044333
0.004000050000625008,0.587759835666244
0.004025050313128914,0.5749793878579258
0.00405005062563282,0.5620570689425728
0.0040750509381367265,0.5489960673887252
0.004100051250640633,0.5357996058836463
0.004125051563144539,0.5224709405381495
0.004150051875648445,0.5090133600831844
0.004175052188152352,0.49543018505836883
0.004200052500656258,0.48172476699267736
0.004225052813160164,0.46790048757747843
0.0042500531256640705,0.4539607578321345
0.004275053438167977,0.43990901726236026
0.004300053750671883,0.4257487330115576
0.004325054063175789,0.41148339900532543
0.004350054375679696,0.3971165350893677
0.004375054688183602,0.3826516861609989
0.004400055000687508,0.3680924212944752
0.004425055313191414,0.35344233286035354
0.004450055625695321,0.33870503563910886
0.004475055938199227,0.32388416592921593
0.004500056250703134,0.30898338064992703
0.00452505656320704,0.29400635643895817
0.004550056875710947,0.27895678874531155
0.004575057188214853,0.26383839091745437
0.004600057500718759,0.2486548932870859
0.0046250578132226655,0.2334100422487074
0.004650058125726572,0.2181075993352356
0.004675058438230478,0.20275134028987424
0.004700058750734384,0.187345054134486
0.004725059063238291,0.17189254223468123
0.004750059375742197,0.1563976173618679
0.004775059688246103,0.14086410275248035
0.0048000600007500095,0.12529583116463272
0.004825060313253916,0.10969664393241614
0.004850060625757822,0.09407039001808688
0.004875060938261728,0.07842092506236521
0.004900061250765635,0.06275211043309346
0.004925061563269541,0.04706781227247399
0.004950061875773447,0.031371900543136086
0.0049750621882773535,0.015668248073253215
0.00500006250078126,-3.9270399039723866e-05
0.005025062813285166,-0.015746779181707526
0.005050063125789072,-0.03145040258510404
0.005075063438292979,-0.047146265878268034
0.005100063750796885,-0.06283049624497548
0.005125064063300791,-0.07849922373932641
0.0051500643758046975,-0.09414858224061647
0.005175064688308604,-0.10977471040727178
0.00520006500081251,-0.12537375262959746
0.005225065313316416,-0.1409418599811189
0.005250065625820323,-0.1564751911682671
0.005275065938324229,-0.17196991347818746
0.005300066250828135,-0.18742220372442453
0.005325066563332041,-0.20282824919026318
0.005350066875835948,-0.2181842485694793
0.005375067188339854,-0.2334864129042823
0.00540006750084376,-0.24873096652020357
0.0054250678133476666,-0.26391414795771445
0.005450068125851573,-0.27903221090032976
0.005475068438355479,-0.294081425098982
0.005500068750859385,-0.30905807729242396
0.005525069063363292,-0.32395847212344675
0.005550069375867198,-0.33877893305067336
0.005575069688371104,-0.3535158032557161
0.0056000700008750105,-0.36816544654546113
0.005625070313378917,-0.38272424824927054
0.005650070625882823,-0.3971886161108672
0.005675070938386729,-0.41155498117469547
0.005700071250890636,-0.4258197986665266
0.005725071563394542,-0.43997954886810375
0.005750071875898448,-0.4540307379855983
0.005775072188402355,-0.46796989901167624
0.005800072500906262,-0.48179359258094717
0.005825072813410168,-0.49549840781860277
0.005850073125914074,-0.5090809631820157
0.0058750734384179805,-0.5225379072951087
0.005900073750921887,-0.5358659197752745
0.005925074063425793,-0.5490617120526535
0.005950074375929699,-0.562122028181557
0.005975074688433606,-0.5750436456438458
0.006000075000937512,-0.5878233761440556
0.006025075313441418,-0.600458066396083
0.0060500756259453245,-0.6129445989012294
0.006075075938449231,-0.6252798927174185
0.006100076250953137,-0.6374609042193885
0.006125076563457043,-0.6494846278496836
0.00615007687596095,-0.6613480968602455
0.006175077188464856,-0.6730483840444352
0.006200077500968762,-0.6845826024592928
0.0062250778134726684,-0.6959479061378682
0.006250078125976575,-0.7071414907914352
0.006275078438480481,-0.7181605945014283
0.006300078750984387,-0.7290024984009191
0.0063250790634882936,-0.739664527345475
0.0063500793759922,-0.7501440505732254
0.006375079688496106,-0.7604384823539811
0.006400080001000012,-0.77054528262724
0.006425080313503919,-0.7804619576289221
0.006450080626007825,-0.7901860605066884
0.006475080938511731,-0.7997151919236765
0.0065000812510156375,-0.8090470006505184
0.006525081563519544,-0.8181791841454822
0.00655008187602345,-0.8271094891226085
0.006575082188527356,-0.8358357121076858
0.006600082501031263,-0.8443556999819397
0.006625082813535169,-0.8526673505132942
0.006650083126039075,-0.8607686128750818
0.0066750834385429815,-0.8686574881520648
0.006700083751046888,-0.8763320298336517
0.006725084063550794,-0.8837903442941786
0.0067500843760547,-0.8910305912601485
0.006775084688558607,-0.8980509842643003
0.006800085001062513,-0.9048497910864046
0.006825085313566419,-0.9114253341806724
0.0068500856260703255,-0.9177759910896772
0.006875085938574232,-0.9239001948446807
0.006900086251078138,-0.9297964343522684
0.006925086563582044,-0.9354632547671986
0.006950086876085951,-0.9408992578513736
0.006975087188589857,-0.9461031023188418
0.007000087501093763,-0.9510735041667486
0.0070250878135976694,-0.9558092369921521
0.007050088126101577,-0.9603091322946287
0.007075088438605483,-0.9645720797645883
0.007100088751109389,-0.9685970275572354
0.0071250890636132954,-0.9723829825521015
0.007150089376117202,-0.9759290105980891
0.007175089688621108,-0.9792342367439645
0.007200090001125014,-0.9822978454542458
0.0072250903136289206,-0.9851190808104282
0.007250090626132827,-0.9876972466975
0.007275090938636733,-0.9900317069757034
0.007300091251140639,-0.9921218856374964
0.007325091563644546,-0.9939672669496771
0.007350091876148452,-0.9955673955806368
0.007375092188652358,-0.9969218767127088
0.0074000925011562645,-0.9980303761395866
0.007425092813660171,-0.9988926203487856
